TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN001267,479556,Nairobi,Nakuru,9,Withdraw,10,21,Yes,Yes,7,Yes,Yes
TXN001269,18309,Kakamega,Mombasa,11,Send Money,34,14,Yes,Yes,6,Yes,Yes
TXN001270,343914,Meru,Nyeri,12,Withdraw,111,13,Yes,Yes,5,Yes,Yes
TXN001276,93755,Kiambu,Nairobi,19,Send Money,38,12,No,Yes,7,No,Yes
TXN001279,40176,Nyeri,Mombasa,10,Till,42,12,Yes,Yes,1,No,Yes
TXN001281,159014,Nakuru,Uasin Gishu,8,Paybill,79,17,Yes,Yes,5,No,Yes
TXN001283,9864,Meru,Machakos,3,Paybill,101,14,Yes,No,4,No,Yes
TXN001287,346446,Mombasa,Nakuru,23,Till,110,19,Yes,No,8,No,Yes
TXN001292,404013,Nakuru,Uasin Gishu,15,Withdraw,47,21,Yes,No,8,No,Yes
TXN001294,400047,Uasin Gishu,Uasin Gishu,6,Send Money,60,21,Yes,Yes,6,No,Yes
TXN001296,358853,Kisumu,Kakamega,11,Paybill,12,12,Yes,No,8,Yes,Yes
TXN001299,457273,Nairobi,Nairobi,21,Withdraw,118,30,Yes,Yes,7,Yes,Yes
TXN001300,454640,Nyeri,Mombasa,22,Send Money,67,16,No,Yes,6,No,Yes
TXN001301,229961,Machakos,Uasin Gishu,22,Withdraw,62,27,Yes,No,6,Yes,Yes
TXN001302,224753,Kisumu,Machakos,13,Till,101,4,Yes,Yes,4,Yes,Yes
TXN001305,297966,Nairobi,Nakuru,11,Till,36,20,Yes,Yes,2,No,Yes
TXN001306,374288,Kiambu,Kisumu,23,Paybill,38,10,Yes,No,7,No,Yes
TXN001308,306357,Machakos,Kisumu,18,Till,2,9,No,No,7,Yes,Yes
TXN001309,274429,Kisumu,Kakamega,12,Send Money,48,13,No,Yes,8,No,Yes
TXN001310,350664,Kisumu,Kiambu,19,Send Money,9,11,Yes,No,3,Yes,Yes
TXN001312,208974,Nairobi,Kakamega,18,Paybill,81,4,No,Yes,4,Yes,Yes
TXN001313,128339,Kisumu,Nairobi,19,Till,33,26,Yes,Yes,3,No,Yes
TXN001314,289444,Nairobi,Nakuru,7,Paybill,36,3,Yes,Yes,2,No,Yes
TXN001317,305035,Nairobi,Kiambu,13,Till,56,28,Yes,No,3,No,Yes
TXN001320,259985,Kakamega,Machakos,20,Paybill,21,6,Yes,No,4,Yes,Yes
TXN001321,101549,Machakos,Nyeri,15,Send Money,100,4,Yes,Yes,4,No,Yes
TXN001322,359054,Nakuru,Uasin Gishu,5,Paybill,39,30,Yes,Yes,5,Yes,Yes
TXN001325,399921,Kisumu,Kakamega,8,Send Money,54,1,No,Yes,6,No,Yes
TXN001326,429197,Nairobi,Machakos,13,Withdraw,91,7,Yes,No,4,No,Yes
TXN001327,170802,Kiambu,Mombasa,2,Paybill,72,18,Yes,Yes,8,No,Yes
TXN001330,70453,Kisumu,Meru,9,Paybill,113,24,Yes,No,6,Yes,Yes
TXN001331,294614,Nyeri,Nyeri,9,Send Money,12,15,Yes,No,8,No,Yes
TXN001332,73695,Nakuru,Kisumu,10,Withdraw,99,25,Yes,No,5,No,Yes
TXN001333,119421,Meru,Nairobi,4,Send Money,59,12,No,Yes,4,No,Yes
TXN001336,292755,Mombasa,Uasin Gishu,8,Withdraw,100,4,Yes,Yes,7,Yes,Yes
TXN001338,466350,Nairobi,Nakuru,10,Withdraw,3,13,No,Yes,6,Yes,Yes
TXN001339,78952,Nakuru,Meru,11,Paybill,34,28,Yes,No,8,No,Yes
TXN001341,408713,Nakuru,Nakuru,6,Till,17,18,No,Yes,5,No,Yes
TXN001342,85660,Kisumu,Kakamega,3,Withdraw,55,9,Yes,Yes,5,Yes,Yes
TXN001344,404267,Kisumu,Nakuru,3,Withdraw,49,19,Yes,Yes,2,Yes,Yes
TXN001347,188999,Mombasa,Uasin Gishu,15,Send Money,40,27,Yes,No,4,Yes,Yes
TXN001350,431670,Kisumu,Machakos,3,Paybill,21,14,Yes,Yes,8,Yes,Yes
TXN001355,169330,Meru,Nakuru,4,Paybill,85,18,No,Yes,7,No,Yes
TXN001356,269918,Uasin Gishu,Kiambu,19,Send Money,17,26,Yes,Yes,1,Yes,Yes
TXN001357,131006,Meru,Nyeri,16,Till,29,9,Yes,No,5,No,Yes
TXN001359,331337,Nairobi,Nakuru,5,Withdraw,7,26,Yes,Yes,0,Yes,Yes
TXN001360,169149,Meru,Uasin Gishu,14,Paybill,2,19,No,No,5,Yes,Yes
TXN001361,237653,Machakos,Kisumu,8,Till,80,9,No,Yes,4,No,Yes
TXN001362,423144,Mombasa,Machakos,13,Send Money,112,16,No,Yes,5,No,Yes
TXN001364,161022,Kisumu,Nakuru,0,Paybill,58,14,Yes,Yes,6,Yes,Yes
TXN001365,384569,Nyeri,Nakuru,22,Paybill,96,12,Yes,Yes,8,No,Yes
TXN001366,196381,Nakuru,Kiambu,1,Withdraw,21,4,Yes,Yes,2,No,Yes
TXN001372,404621,Mombasa,Nyeri,23,Withdraw,81,20,No,Yes,7,No,Yes
TXN001377,127317,Kakamega,Nyeri,19,Withdraw,75,16,Yes,No,4,Yes,Yes
TXN001380,492984,Nairobi,Machakos,3,Till,52,27,No,Yes,3,Yes,Yes
TXN001381,482746,Machakos,Machakos,7,Till,53,26,Yes,No,4,No,Yes
TXN001383,388392,Machakos,Machakos,19,Paybill,52,25,No,Yes,7,Yes,Yes
TXN001384,166005,Meru,Kakamega,20,Paybill,107,10,Yes,Yes,6,No,Yes
TXN001386,169269,Nyeri,Nyeri,5,Withdraw,3,4,Yes,No,8,No,Yes
TXN001387,324306,Kiambu,Kisumu,22,Till,90,3,Yes,Yes,1,No,Yes
TXN001389,117922,Kiambu,Nairobi,15,Paybill,57,27,Yes,Yes,8,Yes,Yes
TXN001390,436911,Kisumu,Nairobi,9,Paybill,89,8,Yes,Yes,7,Yes,Yes
TXN001393,167903,Nyeri,Meru,4,Send Money,70,12,Yes,Yes,5,Yes,Yes
TXN001395,141153,Meru,Uasin Gishu,2,Paybill,74,27,Yes,No,7,No,Yes
TXN001396,11644,Mombasa,Machakos,2,Till,72,15,Yes,No,7,Yes,Yes
TXN001397,298764,Uasin Gishu,Nakuru,21,Withdraw,33,29,Yes,No,6,Yes,Yes
TXN001399,452371,Meru,Mombasa,16,Withdraw,1,20,Yes,No,1,Yes,Yes
TXN001400,382979,Nairobi,Kakamega,23,Send Money,21,24,Yes,Yes,2,Yes,Yes
TXN001402,50309,Mombasa,Kisumu,8,Withdraw,40,12,Yes,No,4,No,Yes
TXN001403,105225,Nyeri,Kiambu,0,Send Money,30,12,Yes,No,7,Yes,Yes
TXN001408,472030,Nyeri,Uasin Gishu,14,Send Money,13,16,Yes,Yes,5,No,Yes
TXN001409,350644,Nakuru,Kakamega,6,Withdraw,71,3,No,Yes,5,Yes,Yes
TXN001411,396895,Kakamega,Nakuru,9,Withdraw,70,21,Yes,No,5,Yes,Yes
TXN001414,336083,Uasin Gishu,Nakuru,11,Send Money,41,24,Yes,Yes,0,No,Yes
TXN001415,431930,Nairobi,Nakuru,3,Withdraw,106,22,No,Yes,8,No,Yes
TXN001417,23765,Nakuru,Machakos,5,Withdraw,119,13,Yes,Yes,4,Yes,Yes
TXN001419,462443,Nairobi,Uasin Gishu,13,Withdraw,119,14,No,Yes,4,No,Yes
TXN001420,145847,Uasin Gishu,Nairobi,22,Withdraw,108,29,Yes,No,4,Yes,Yes
TXN001421,67624,Kisumu,Kakamega,2,Paybill,85,23,Yes,Yes,1,Yes,Yes
TXN001423,399027,Nakuru,Kisumu,16,Send Money,16,13,Yes,Yes,8,No,Yes
TXN001424,245918,Kisumu,Mombasa,22,Send Money,62,4,Yes,Yes,0,No,Yes
TXN001427,242289,Kiambu,Nyeri,2,Paybill,26,29,Yes,No,6,Yes,Yes
TXN001434,150449,Machakos,Nairobi,13,Till,82,24,Yes,No,4,Yes,Yes
TXN001435,75538,Machakos,Nakuru,12,Withdraw,6,15,No,Yes,6,Yes,Yes
TXN001437,69840,Meru,Nakuru,23,Till,93,17,Yes,Yes,3,Yes,Yes
TXN001440,345897,Nakuru,Uasin Gishu,18,Paybill,50,30,No,Yes,7,Yes,Yes
TXN001441,143348,Uasin Gishu,Machakos,14,Paybill,96,22,Yes,No,3,Yes,Yes
TXN001444,111729,Kakamega,Machakos,22,Paybill,40,27,Yes,No,5,No,Yes
TXN001445,151957,Mombasa,Nyeri,19,Withdraw,39,4,Yes,Yes,2,No,Yes
TXN001449,464826,Kisumu,Mombasa,21,Paybill,48,3,Yes,Yes,4,No,Yes
TXN001450,332565,Meru,Meru,13,Paybill,42,10,Yes,No,7,Yes,Yes
TXN001451,191528,Kakamega,Machakos,5,Send Money,109,9,Yes,No,8,Yes,Yes
TXN001453,345771,Kiambu,Uasin Gishu,6,Withdraw,11,11,Yes,Yes,0,Yes,Yes
TXN001455,69434,Kiambu,Mombasa,14,Send Money,45,24,No,Yes,7,No,Yes
TXN001457,195813,Nairobi,Machakos,19,Send Money,9,5,Yes,Yes,1,Yes,Yes
TXN001459,97344,Nakuru,Nairobi,22,Send Money,12,23,Yes,Yes,6,Yes,Yes
TXN001460,202897,Meru,Kisumu,15,Till,42,21,Yes,No,3,No,Yes
TXN001462,75491,Kisumu,Machakos,7,Paybill,113,18,Yes,Yes,1,Yes,Yes
TXN001464,385634,Mombasa,Nairobi,2,Withdraw,31,17,Yes,No,4,Yes,Yes
TXN001466,366042,Machakos,Kakamega,11,Withdraw,88,20,Yes,No,5,No,Yes
TXN001467,157465,Nairobi,Machakos,13,Withdraw,98,16,No,Yes,3,Yes,Yes
TXN001469,220039,Uasin Gishu,Machakos,0,Withdraw,4,28,Yes,No,6,Yes,Yes
TXN001470,414958,Mombasa,Nairobi,12,Withdraw,105,22,Yes,Yes,2,Yes,Yes
TXN001471,78640,Kisumu,Kiambu,17,Till,35,11,Yes,Yes,7,No,Yes
TXN001474,257216,Meru,Mombasa,19,Paybill,2,10,Yes,No,4,No,Yes
TXN001475,277732,Mombasa,Nairobi,14,Till,37,11,No,Yes,5,No,Yes
TXN001476,218678,Kiambu,Nyeri,10,Till,32,7,No,Yes,5,No,Yes
TXN001477,366175,Nakuru,Kakamega,18,Withdraw,25,29,Yes,No,3,Yes,Yes
TXN001479,315985,Nakuru,Kiambu,22,Paybill,116,29,No,Yes,7,No,Yes
TXN001480,190776,Nairobi,Machakos,11,Withdraw,109,25,Yes,No,3,Yes,Yes
TXN001483,414609,Kisumu,Kiambu,0,Send Money,49,14,Yes,No,4,Yes,Yes
TXN001484,341694,Kisumu,Kakamega,20,Withdraw,83,25,No,Yes,5,No,Yes
TXN001487,193418,Uasin Gishu,Kisumu,10,Send Money,19,11,No,Yes,6,No,Yes
TXN001488,337492,Mombasa,Mombasa,4,Paybill,37,11,Yes,Yes,2,No,Yes
TXN001489,53660,Machakos,Mombasa,13,Till,67,6,Yes,Yes,5,No,Yes
TXN001490,393712,Uasin Gishu,Kisumu,17,Send Money,9,16,No,Yes,8,No,Yes
TXN001491,427011,Nakuru,Nairobi,20,Send Money,27,15,Yes,Yes,4,Yes,Yes
TXN001494,288424,Meru,Kakamega,0,Till,9,2,Yes,Yes,3,Yes,Yes
TXN001495,368008,Kisumu,Nyeri,0,Till,11,19,No,Yes,6,Yes,Yes
TXN001496,139325,Machakos,Nakuru,10,Till,72,12,No,Yes,3,No,Yes
TXN001500,268013,Nakuru,Kakamega,23,Withdraw,4,10,Yes,Yes,2,No,Yes
TXN001501,377521,Nyeri,Meru,9,Paybill,42,15,No,Yes,7,No,Yes
TXN001503,200024,Nakuru,Nakuru,13,Till,94,19,Yes,Yes,0,No,Yes
TXN001505,487703,Kisumu,Nairobi,3,Send Money,120,29,Yes,Yes,0,No,Yes
TXN001507,208474,Kakamega,Uasin Gishu,5,Send Money,87,13,Yes,Yes,7,No,Yes
TXN001508,302438,Nakuru,Kiambu,0,Till,115,2,Yes,No,4,No,Yes
TXN001514,313989,Mombasa,Uasin Gishu,3,Send Money,44,18,Yes,Yes,3,No,Yes
TXN001515,272453,Nakuru,Machakos,15,Send Money,14,19,Yes,No,8,Yes,Yes
TXN001519,498936,Mombasa,Nakuru,5,Send Money,105,7,Yes,Yes,0,No,Yes
TXN001520,35188,Nairobi,Meru,9,Till,33,15,Yes,No,5,No,Yes
TXN001524,43547,Nakuru,Meru,15,Send Money,32,24,Yes,No,6,No,Yes
TXN001525,169328,Nairobi,Kisumu,18,Send Money,40,18,No,Yes,6,Yes,Yes
TXN001526,490541,Meru,Uasin Gishu,17,Send Money,65,15,Yes,Yes,7,No,Yes
TXN001527,132801,Kisumu,Nairobi,9,Till,75,4,No,Yes,7,No,Yes
TXN001528,223780,Kakamega,Nakuru,0,Withdraw,15,22,Yes,Yes,3,No,Yes
TXN001530,119971,Kisumu,Meru,18,Send Money,92,15,Yes,Yes,2,Yes,Yes
TXN001531,229739,Nyeri,Mombasa,13,Withdraw,64,12,No,Yes,8,No,Yes
TXN001533,265923,Mombasa,Meru,5,Paybill,118,8,Yes,Yes,0,Yes,Yes
TXN001535,293476,Uasin Gishu,Nairobi,11,Send Money,6,8,Yes,Yes,4,Yes,Yes
TXN001536,267539,Kiambu,Kisumu,10,Paybill,101,1,Yes,No,8,Yes,Yes
TXN001537,451244,Kakamega,Nakuru,3,Paybill,62,26,Yes,Yes,7,No,Yes
TXN001538,203399,Mombasa,Kakamega,16,Send Money,71,21,Yes,Yes,2,Yes,Yes
TXN001540,456531,Uasin Gishu,Kakamega,19,Paybill,42,25,No,Yes,3,No,Yes
TXN001544,202474,Kakamega,Machakos,17,Send Money,97,28,Yes,No,5,Yes,Yes
TXN001547,402867,Nyeri,Nyeri,10,Paybill,79,29,Yes,No,3,No,Yes
TXN001548,418447,Nakuru,Meru,20,Till,60,19,Yes,Yes,4,Yes,Yes
TXN001550,281806,Uasin Gishu,Nyeri,12,Send Money,44,5,No,Yes,4,Yes,Yes
TXN001552,139353,Uasin Gishu,Machakos,3,Paybill,7,14,No,Yes,7,No,Yes
TXN001553,95001,Mombasa,Nyeri,17,Till,16,12,Yes,Yes,1,No,Yes
TXN001555,149046,Nakuru,Kisumu,0,Till,56,8,Yes,Yes,4,No,Yes
TXN001556,399741,Kisumu,Mombasa,18,Till,29,6,No,Yes,8,Yes,Yes
TXN001557,424487,Nakuru,Kakamega,19,Paybill,63,4,Yes,Yes,6,Yes,Yes
TXN001559,233969,Kakamega,Kisumu,23,Withdraw,28,8,Yes,Yes,6,No,Yes
TXN001560,446002,Nakuru,Kakamega,13,Till,79,25,No,Yes,8,No,Yes
TXN001562,88330,Uasin Gishu,Kiambu,7,Till,101,13,Yes,Yes,5,No,Yes
TXN001563,471097,Kakamega,Nairobi,12,Till,30,13,No,Yes,3,Yes,Yes
TXN001566,443546,Kisumu,Mombasa,19,Send Money,5,13,No,Yes,3,Yes,Yes
TXN001568,120158,Meru,Nairobi,18,Paybill,53,10,Yes,Yes,3,Yes,Yes
TXN001569,151172,Nakuru,Meru,22,Send Money,71,16,No,Yes,3,Yes,Yes
TXN001571,80118,Kisumu,Kiambu,16,Send Money,69,30,Yes,Yes,0,No,Yes
TXN001574,374092,Nairobi,Kiambu,14,Withdraw,32,6,Yes,Yes,6,Yes,Yes
TXN001576,394121,Kisumu,Nairobi,6,Send Money,33,17,No,Yes,8,No,Yes
TXN001577,314517,Uasin Gishu,Kiambu,11,Send Money,48,27,No,Yes,6,No,Yes
TXN001578,164962,Kakamega,Meru,23,Paybill,63,7,Yes,Yes,6,Yes,Yes
TXN001581,496931,Machakos,Kakamega,12,Withdraw,19,29,Yes,No,5,Yes,Yes
TXN001583,162758,Nyeri,Kiambu,1,Send Money,119,17,Yes,Yes,1,Yes,Yes
TXN001584,267178,Machakos,Meru,14,Till,28,21,No,Yes,7,No,Yes
TXN001585,326037,Kakamega,Kakamega,13,Send Money,42,10,No,Yes,8,Yes,Yes
TXN001586,349393,Kakamega,Kiambu,4,Paybill,100,18,Yes,Yes,6,No,Yes
TXN001587,399614,Nakuru,Nairobi,1,Till,118,7,Yes,No,4,No,Yes
TXN001589,480335,Kakamega,Mombasa,7,Withdraw,27,1,Yes,Yes,0,No,Yes
TXN001592,422725,Kakamega,Kiambu,10,Till,77,25,Yes,Yes,0,No,Yes
TXN001593,261603,Kisumu,Nyeri,7,Paybill,93,13,Yes,No,4,Yes,Yes
TXN001594,461814,Uasin Gishu,Uasin Gishu,13,Till,32,15,Yes,Yes,8,No,Yes
TXN001596,80814,Kiambu,Nakuru,15,Withdraw,54,16,Yes,No,5,Yes,Yes
TXN001597,486503,Kiambu,Nakuru,19,Paybill,51,19,Yes,No,6,Yes,Yes
TXN001601,20466,Uasin Gishu,Kakamega,3,Till,75,3,Yes,Yes,3,Yes,Yes
TXN001603,337410,Nairobi,Uasin Gishu,10,Paybill,100,23,Yes,No,3,No,Yes
TXN001605,416469,Kisumu,Kisumu,1,Send Money,109,10,No,Yes,3,No,Yes
TXN001606,30850,Kisumu,Kisumu,23,Send Money,76,29,Yes,Yes,1,No,Yes
TXN001607,148148,Uasin Gishu,Mombasa,20,Till,99,11,No,Yes,7,No,Yes
TXN001608,491536,Uasin Gishu,Nakuru,11,Send Money,91,7,No,Yes,5,Yes,Yes
TXN001613,176829,Machakos,Nyeri,8,Withdraw,1,4,No,Yes,3,Yes,Yes
TXN001616,484014,Nairobi,Nakuru,21,Till,41,27,Yes,No,4,No,Yes
TXN001617,207045,Nakuru,Uasin Gishu,0,Withdraw,34,1,Yes,Yes,3,No,Yes
TXN001619,280066,Nyeri,Machakos,5,Paybill,85,18,No,Yes,3,No,Yes
TXN001620,7500,Nairobi,Mombasa,4,Till,88,14,Yes,No,3,No,Yes
TXN001624,267845,Machakos,Kisumu,12,Paybill,16,16,No,Yes,5,Yes,Yes
TXN001625,285946,Kisumu,Machakos,5,Paybill,33,24,Yes,Yes,1,Yes,Yes
TXN001626,251021,Uasin Gishu,Mombasa,16,Withdraw,119,25,No,Yes,5,No,Yes
TXN001627,111387,Nyeri,Kakamega,12,Till,22,7,No,Yes,3,No,Yes
TXN001628,336919,Nairobi,Meru,11,Send Money,48,7,Yes,Yes,7,Yes,Yes
TXN001630,311817,Nyeri,Nyeri,23,Till,67,18,Yes,Yes,7,No,Yes
TXN001631,62835,Nyeri,Uasin Gishu,9,Send Money,80,26,Yes,No,3,No,Yes
TXN001632,450233,Kisumu,Kiambu,10,Withdraw,14,2,No,Yes,4,No,Yes
TXN001633,39055,Uasin Gishu,Nairobi,0,Till,68,12,Yes,No,4,No,Yes
TXN001634,171887,Machakos,Mombasa,3,Till,24,23,Yes,Yes,8,Yes,Yes
TXN001635,402702,Nakuru,Nairobi,8,Till,43,11,Yes,Yes,3,Yes,Yes
TXN001636,441221,Mombasa,Uasin Gishu,1,Till,98,18,Yes,No,8,No,Yes
TXN001637,481785,Kisumu,Mombasa,3,Send Money,113,14,Yes,No,4,Yes,Yes
TXN001638,56059,Nyeri,Mombasa,8,Paybill,115,16,Yes,No,5,No,Yes
TXN001639,309827,Kisumu,Meru,22,Send Money,72,29,Yes,Yes,5,Yes,Yes
TXN001641,357305,Nairobi,Uasin Gishu,6,Withdraw,67,29,No,Yes,7,Yes,Yes
TXN001643,141272,Nairobi,Mombasa,12,Paybill,32,20,Yes,No,4,No,Yes
TXN001644,391580,Kisumu,Nairobi,7,Paybill,33,23,Yes,Yes,1,Yes,Yes
TXN001646,341808,Machakos,Nakuru,14,Paybill,27,23,Yes,Yes,6,Yes,Yes
TXN001647,77113,Uasin Gishu,Nyeri,21,Till,93,21,Yes,No,5,No,Yes
TXN001648,232525,Nakuru,Nakuru,15,Withdraw,85,7,Yes,Yes,6,No,Yes
TXN001650,392387,Kiambu,Kisumu,9,Till,59,17,No,Yes,6,Yes,Yes
TXN001651,92880,Meru,Kakamega,11,Till,55,25,Yes,No,8,Yes,Yes
TXN001652,337822,Kiambu,Kisumu,15,Paybill,29,15,Yes,No,7,No,Yes
TXN001653,229755,Nakuru,Nyeri,16,Paybill,116,5,Yes,Yes,7,No,Yes
TXN001655,10692,Nakuru,Nyeri,19,Paybill,9,19,Yes,Yes,4,No,Yes
TXN001656,329050,Nyeri,Uasin Gishu,18,Till,64,17,Yes,Yes,0,No,Yes
TXN001657,815,Kiambu,Kiambu,18,Paybill,62,7,Yes,Yes,4,No,Yes
TXN001658,329746,Meru,Nakuru,7,Till,52,22,No,Yes,6,No,Yes
TXN001660,361666,Nakuru,Kakamega,13,Send Money,10,4,Yes,Yes,6,Yes,Yes
TXN001661,53849,Nakuru,Machakos,3,Send Money,88,18,No,Yes,3,Yes,Yes
TXN001662,134507,Nakuru,Mombasa,10,Paybill,2,30,No,Yes,4,No,Yes
TXN001664,485660,Mombasa,Nyeri,18,Paybill,108,16,Yes,No,5,Yes,Yes
TXN001665,484917,Kakamega,Nyeri,22,Paybill,74,9,Yes,No,5,No,Yes
TXN001667,384059,Kakamega,Nairobi,21,Withdraw,23,7,Yes,Yes,2,No,Yes
TXN001668,118342,Kiambu,Uasin Gishu,4,Send Money,80,5,Yes,Yes,3,No,Yes
TXN001674,293685,Nyeri,Nakuru,4,Paybill,62,13,Yes,Yes,8,Yes,Yes
TXN001675,476104,Machakos,Nyeri,17,Send Money,7,17,Yes,Yes,8,Yes,Yes
TXN001676,136185,Kakamega,Nakuru,4,Paybill,34,11,Yes,Yes,0,No,Yes
TXN001679,452450,Meru,Mombasa,2,Paybill,104,24,Yes,Yes,5,Yes,Yes
TXN001682,150617,Nyeri,Meru,1,Till,63,17,Yes,Yes,2,No,Yes
TXN001685,212482,Kiambu,Nyeri,7,Till,49,19,Yes,Yes,6,Yes,Yes
TXN001687,327738,Meru,Meru,17,Withdraw,61,2,No,Yes,3,No,Yes
TXN001688,324107,Nairobi,Kiambu,1,Send Money,46,26,Yes,Yes,2,Yes,Yes
TXN001689,453690,Kisumu,Nyeri,15,Withdraw,51,9,Yes,Yes,4,No,Yes
TXN001690,461661,Uasin Gishu,Kiambu,7,Paybill,120,8,Yes,No,3,Yes,Yes
TXN001692,127303,Nakuru,Mombasa,9,Till,113,14,Yes,No,8,No,Yes
TXN001693,43129,Kisumu,Machakos,11,Till,60,28,Yes,No,4,No,Yes
TXN001694,454226,Machakos,Nyeri,21,Paybill,112,2,Yes,No,3,No,Yes
TXN001695,154103,Kiambu,Uasin Gishu,8,Till,25,28,Yes,Yes,7,No,Yes
TXN001696,268999,Nakuru,Nyeri,22,Paybill,74,27,Yes,Yes,1,No,Yes
TXN001698,447249,Nakuru,Nyeri,8,Till,38,8,Yes,Yes,3,No,Yes
TXN001700,275936,Meru,Mombasa,20,Paybill,60,24,Yes,Yes,3,Yes,Yes
TXN001704,439191,Kakamega,Kakamega,8,Till,77,17,Yes,Yes,6,No,Yes
TXN001705,431560,Machakos,Meru,11,Paybill,77,4,No,Yes,3,No,Yes
TXN001708,493719,Kiambu,Machakos,10,Withdraw,28,20,Yes,Yes,3,No,Yes
TXN001710,407955,Uasin Gishu,Nairobi,16,Send Money,102,11,Yes,No,6,No,Yes
TXN001712,204831,Kakamega,Mombasa,10,Paybill,51,29,Yes,Yes,6,Yes,Yes
TXN001713,52450,Nairobi,Uasin Gishu,16,Paybill,23,25,Yes,No,5,No,Yes
TXN001715,152303,Nyeri,Kakamega,6,Till,96,2,Yes,Yes,4,Yes,Yes
TXN001718,421203,Meru,Kisumu,12,Withdraw,38,10,Yes,Yes,7,No,Yes
TXN001723,292554,Nairobi,Kakamega,5,Paybill,61,5,No,Yes,7,No,Yes
TXN001724,162318,Nakuru,Nyeri,4,Send Money,72,24,Yes,Yes,5,No,Yes
TXN001725,438339,Kisumu,Meru,19,Withdraw,105,10,Yes,No,6,Yes,Yes
TXN001726,179010,Uasin Gishu,Kiambu,2,Withdraw,4,18,Yes,No,5,Yes,Yes
TXN001727,300421,Nyeri,Kakamega,13,Send Money,49,12,No,Yes,3,Yes,Yes
TXN001728,352377,Meru,Machakos,3,Till,107,22,Yes,Yes,8,No,Yes
TXN001730,328275,Nairobi,Nairobi,21,Withdraw,116,2,Yes,Yes,7,Yes,Yes
TXN001736,400064,Nyeri,Mombasa,23,Withdraw,111,14,Yes,Yes,5,Yes,Yes
TXN001738,11969,Nakuru,Kakamega,7,Send Money,51,30,No,Yes,3,Yes,Yes
TXN001740,285622,Mombasa,Mombasa,19,Paybill,119,3,No,Yes,3,Yes,Yes
TXN001744,226101,Kiambu,Mombasa,12,Withdraw,36,10,Yes,Yes,7,Yes,Yes
TXN001745,280115,Kisumu,Mombasa,0,Paybill,14,30,Yes,No,7,Yes,Yes
TXN001750,123755,Uasin Gishu,Nyeri,4,Send Money,116,13,Yes,Yes,5,Yes,Yes
TXN001751,345508,Kisumu,Mombasa,12,Till,108,6,Yes,Yes,5,No,Yes
TXN001752,7826,Meru,Kisumu,23,Send Money,100,11,No,Yes,4,No,Yes
TXN001753,274167,Meru,Uasin Gishu,14,Send Money,84,25,Yes,Yes,2,No,Yes
TXN001754,292354,Nyeri,Nairobi,5,Paybill,76,18,No,Yes,6,No,Yes
TXN001755,467807,Meru,Kiambu,16,Till,118,2,No,Yes,3,No,Yes
TXN001758,234710,Kiambu,Uasin Gishu,2,Send Money,50,16,Yes,Yes,0,No,Yes
TXN001760,265237,Kakamega,Nairobi,20,Till,64,23,Yes,Yes,5,Yes,Yes
TXN001761,357385,Nairobi,Kiambu,0,Till,68,1,No,Yes,3,No,Yes
TXN001764,102866,Nyeri,Meru,8,Withdraw,18,12,No,Yes,3,Yes,Yes
TXN001765,435370,Kisumu,Kiambu,2,Till,111,8,Yes,Yes,5,No,Yes
TXN001767,211679,Mombasa,Nakuru,16,Send Money,76,8,Yes,No,8,No,Yes
TXN001770,460243,Kisumu,Nairobi,6,Till,87,29,Yes,Yes,7,No,Yes
TXN001771,305173,Uasin Gishu,Kiambu,2,Till,31,9,Yes,Yes,5,Yes,Yes
TXN001773,428675,Machakos,Nairobi,0,Till,54,16,Yes,Yes,6,No,Yes
TXN001779,412983,Kiambu,Meru,3,Send Money,92,27,No,Yes,8,Yes,Yes
TXN001781,195349,Mombasa,Machakos,10,Send Money,82,8,Yes,Yes,3,Yes,Yes
TXN001784,75585,Kiambu,Uasin Gishu,4,Send Money,64,28,Yes,No,7,No,Yes
TXN001785,68069,Mombasa,Nyeri,6,Paybill,47,28,Yes,No,4,Yes,Yes
TXN001786,371018,Kisumu,Nakuru,19,Paybill,70,26,Yes,Yes,3,Yes,Yes
TXN001788,217822,Machakos,Nairobi,17,Paybill,34,16,Yes,Yes,8,No,Yes
TXN001793,485433,Kisumu,Kisumu,18,Paybill,73,21,Yes,Yes,5,Yes,Yes
TXN001794,388544,Meru,Mombasa,20,Till,53,29,Yes,Yes,6,No,Yes
TXN001795,123924,Machakos,Nakuru,18,Paybill,71,18,Yes,Yes,2,No,Yes
TXN001797,423801,Kiambu,Meru,15,Send Money,51,10,Yes,Yes,5,No,Yes
TXN001800,68557,Nairobi,Nyeri,6,Paybill,20,1,Yes,Yes,5,No,Yes
TXN001802,349932,Nairobi,Nairobi,6,Send Money,66,12,Yes,Yes,8,No,Yes
TXN001803,145870,Kakamega,Mombasa,11,Paybill,39,8,No,Yes,5,Yes,Yes
TXN001804,110177,Meru,Machakos,21,Send Money,112,24,Yes,Yes,2,Yes,Yes
TXN001806,302327,Meru,Mombasa,4,Withdraw,54,16,Yes,Yes,7,Yes,Yes
TXN001807,25434,Mombasa,Kakamega,13,Withdraw,82,5,Yes,Yes,3,Yes,Yes
